Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
ADMA,Healthcare,Biotechnology,2.93,243925000.0,nan,-14.125,nan,6.7719,2.5313618,5.704,-4.921,-151.18,-124.89,-19.48,-102.39,36020000.0,0.59,189.1,-10160000.0,-41740000.0,-0.89,1.0588,nan,101240000.0,1.17,98150000.0,101.89,11.9,1.12,-86550000.0,-69820000.0,nan,86350000.0,nan,nan,nan,nan,nan,0.0,-54460000.0,205442784
ADMP,Healthcare,Drug Manufacturers—Specialty & Generic,0.4758,34920000.0,nan,-7.8933334,nan,1.5790824,0.8123499,1.465,-1.227,-132.53,-132.73,-34.55,-70.85,22110000.0,0.41,33.4,6310000.0,-26410000.0,-0.55,2.0,nan,8810000.0,0.12,4080000.0,11.32,1.36,0.58,-19890000.0,-12370000.0,nan,73730000.0,nan,nan,nan,nan,nan,0.0,-29310000.0,32407116
ADMS,Healthcare,Drug Manufacturers—Specialty & Generic,2.8,81096000.0,nan,-1.9072849,-0.04,1.4115123,nan,1.85,-1.404,-160.44,-133.66,-26.12,-383.56,57450000.0,2.07,24.1,52170000.0,-75710000.0,-3.313,0.9765,nan,115280000.0,4.09,137120000.0,nan,5.61,-0.56,-77170000.0,-50970000.0,nan,28160000.0,nan,nan,nan,nan,nan,0.0,-92180000.0,106312616
ADNT,Consumer Cyclical,Auto Parts,17.04,1550000000.0,nan,9.488505,-0.38,0.09943814,1.0057874,0.34,8.968,-3.28,1.69,1.55,-18.89,15590000000.0,166.26,-17.0,801000000.0,591000000.0,-5.45,2.8235,nan,1640000000.0,17.47,4900000000.0,255.32,1.01,16.42,451000000.0,58250000.0,nan,93790000.0,nan,nan,0.28,1.64,nan,0.0,-511000000.0,5300351488
ADP,Industrials,Staffing & Employment Services,133.0,57285000000.0,22.874548,23.180868,2,3.8817787,10.43366,4.303,17.214,17.15,21.85,4.4,47.13,14760000000.0,34.17,5.7,6390000000.0,3690000000.0,5.83,1.0159,8.9,1710000000.0,3.97,2460000000.0,44.88,1.03,12.77,2980000000.0,2440000000.0,nan,429770000.0,3.64,2.73,3.4,2.55,2.1,58.32,2530000000.0,63502860288
ADPT,Healthcare,Biotechnology,40.0,5145000000.0,nan,-39.36893,-8.37,55.139133,9.308999,43.465,-47.728,-87.47,-99.63,-7.8,-19.44,93310000.0,0.96,65.1,-7910000.0,-84980000.0,-0.85,0.85,nan,555170000.0,4.38,38050000.0,6.9,7.5,4.36,-104500000.0,-43260000.0,nan,126890000.0,nan,nan,nan,nan,nan,0.0,-82330000.0,4055903232
ADRO,Healthcare,Biotechnology,3.31,264488999.99999997,nan,-4.8805966,-0.42,9.693338,4.4308944,2.455,-0.998,-243.93,-263.56,-14.01,-76.04,27270000.0,0.34,254.2,-48610000.0,-67110000.0,-0.828,1.1429,nan,202920000.0,2.51,33020000.000000004,55.42,9.13,0.74,-62160000.0,-40980000.0,nan,80840000.0,nan,nan,nan,nan,nan,0.0,-66519999.99999999,66955684
ADS,Financial Services,Credit Services,43.36,2017000000.0,13.800912,3.1821938,1.16,0.35837978,1.8546656,3.361,19.381,2.82,15.05,1.97,25.51,5630000000.0,115.7,3.6,1260000000.0,976100000.0,3.07,nan,-79.9,4460000000.0,93.57,21130000000.0,1942.39,2.02,22.84,1180000000.0,6550000000.0,nan,47630000.0,0.84,1.95,2.52,5.85,nan,29.58,414800000.0,18917687296
ADSK,Technology,Software—Application,194.03,42605000000.0,202.47917,33.57168,0.51,13.011938,nan,12.57,87.998,6.55,11.45,4.3,nan,3270000000.0,14.9,22.0,2980000000.0,467700000.0,0.96,1.0337,103.7,1840000000.0,8.4,2540000000.0,nan,0.83,-0.63,1420000000.0,908060000.0,nan,219520000.0,nan,nan,nan,nan,nan,0.0,214500000.0,41156501504
ADSW,Industrials,Waste Management,32.1,2894000000.0,nan,84.44737,8.61,1.7801335,3.1292052,2.938,12.329,-0.42,5.65,1.62,-0.75,1630000000.0,18.19,0.7,564400000.0,387400000.0,-0.08,0.5714,nan,31000000.0,0.34,1870000000.0,202.47,0.67,10.26,272400000.0,79040000.0,nan,90180000.0,nan,nan,nan,nan,nan,0.0,-6900000.0,4776148480
ADT,Industrials,Security & Protection Services,6.48,5006000000.0,nan,6.074766,1.43,0.9530901,1.7291833,2.785,6.546,-12.53,4.81,0.95,-18.68,5250000000.0,7.02,10.2,3740000000.0,2230000000.0,-0.88,1.3478,nan,118140000.0,0.15,10400000000.0,359.1,0.58,3.76,1610000000.0,720270000.0,nan,770150000.0,0.14,2.26,0.14,2.18,nan,nan,-657970000.0,14628448256
ADTN,Technology,Communication Equipment,10.89,527533000.0,nan,68.75,-111.74,1.0533943,1.4504219,0.936,-33.926,-12.72,-6.28,-3.48,-15.79,500790000.0,10.46,-20.4,219950000.0,-13820000.0,-1.34,0.5385,nan,77270000.0,1.61,nan,nan,3.29,7.58,-12210000.0,-8180000.0,nan,47960000.0,0.36,3.27,0.36,3.29,2.38,nan,-63720000.0,468721440
ADUS,Healthcare,Medical Care Facilities,92.01,1400000000.0,61.524265,34.224335,2.23,2.3413854,2.9516313,1.86,26.423,3.33,5.48,3.9,5.52,598150000.0,45.32,23.3,138000000.0,42100000.0,1.46,1.069,34.0,239610000.0,15.55,78700000.0,16.75,5.07,30.5,16610000.0,4790000.0,nan,15560000.0,nan,nan,nan,nan,nan,0.0,20360000.0,1112302848
ADVM,Healthcare,Biotechnology,20.15,1582000000.0,nan,-17.2,nan,6327.519,7.61062,5709.475,-21.313,0.0,-27418.0,-19.64,-34.29,250000.0,0.0,-100.0,-40170000.0,-66970000.0,-1.01,1.0,nan,166040000.0,2.08,32450000.000000004,18.55,9.06,2.6,-49170000.0,-52120000.0,nan,79680000.0,nan,nan,nan,nan,nan,0.0,-64489999.99999999,1427368832
ADXS,Healthcare,Biotechnology,0.74,43034000.0,nan,-1.2987272,nan,35.921177,1.0352174,13.696,-0.501,0.0,-2849.67,-41.98,-94.34,1200000.0,0.04,-100.0,20880000.0,-32720000.0,-1.382,0.7895,nan,34160000.0,0.57,6640000.0,15.99,9.26,0.69,-31970000.0,-24690000.0,nan,60250000.0,nan,nan,nan,nan,nan,0.0,-37290000.0,16407491
AEE,Utilities,Utilities—Regulated Electric,69.31,17079999999.999998,21.902502,18.352785,3.25,3.086249,2.11293,5.084,12.067,14.15,23.69,2.89,9.82,5540000000.0,22.5,-7.5,2740000000.0,2330000000.0,3.16,1.2258,-23.6,42000000.0,0.17,10350000000.0,125.81,0.62,32.75,2069999999.9999998,-689250000.0,nan,246890000.0,1.98,2.86,1.94,2.8,3.08,61.39,783000000.0,28139698176
