Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
A,Healthcare,Diagnostics & Research,89.45,27377000000.0,26.19,23.23,2.84,5.3,5.75,5.55,22.37,20.74,20.2,7.25,22.99,5160000000.0,16.44,5.6,2810000000.0,1280000000.0,3.37,1.0471,-0.5,1380000000.0,4.45,2410000000.0,50.69,1.53,15.36,1020000000.0,846630000.0,nan,309000000.0,0.72,0.81,0.66,0.74,0.94,19.47,1070000000.0000001,28650000000.0
AA,Basic Materials,Aluminum,16.3,2878000000.0,nan,33.72,3.28,0.28,0.71,0.55,3.63,-10.78,8.4,3.58,-12.87,10430000000.0,56.25,-27.2,1900000000.0,1590000000.0,-6.07,1.4091,nan,879000000.0,4.74,1800000000.0,30.74,1.38,22.0,686000000.0,849880000.0,nan,185580000.0,nan,nan,0.36,2.21,nan,0.0,-1120000000.0,5770000000.0
AACG,Consumer Defensive,Education & Training Services,1.4699,38314000.0,nan,nan,nan,nan,nan,nan,nan,-163.21,0.0,-9.47,-25.32,nan,nan,4108.0,-2910000.0,nan,nan,nan,nan,nan,nan,nan,6.99,0.52,nan,nan,nan,nan,28380000.0,nan,nan,nan,nan,nan,0.0,nan,35860000.0
AAL,Industrials,Airlines,28.85,12108000000.0,7.82,4.84,0.59,0.27,75.73,0.92,6.91,3.52,8.35,4.16,nan,45390000000.0,100.9,3.0,12200000000.0,6060000000.0,3.53,1.0088,14.2,5170000000.0,11.8,34440000000.0,21525.0,0.49,0.37,3930000000.0,564120000.0,nan,438060000.0,0.4,1.39,0.4,1.39,1.01,11.3,1600000000.0,41890000000.0
AAN,Industrials,Rental & Leasing Services,61.23,4128000000.0,21.08,13.72,0.74,1.05,2.21,1.19,7.4,5.09,13.81,11.48,11.03,3940000000.0,58.26,1.1,1910000000.0,634250000.0,2.92,0.8902,-9.0,150260000.0,2.24,721550000.0,38.63,1.66,27.81,344260000.0,2230000000.0,nan,67150000.0,0.16,0.26,0.14,0.23,0.29,4.81,200270000.0,4690000000.0
AAOI,Technology,Semiconductors,14.33,280878000.0,nan,-26.34,-1.19,1.4,0.93,1.77,-15.33,-19.57,-24.46,-6.34,-12.29,200230000.0,10.06,-18.3,87770000.0,-23100000.0,-1.97,0.625,nan,69990000.0,3.48,137980000.0,45.65,2.96,15.07,-10190000.0,-33009999.999999996,nan,20120000.0,nan,nan,nan,nan,nan,0.0,-39190000.0,354170000.0
AAON,Industrials,Building Products & Equipment,53.85,2785000000.0,55.68,40.49,4.44,6.07,9.96,6.04,32.27,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,nan,52100000.0,0.32,0.59,0.32,0.59,0.77,33.33,50230000.0,2770000000.0
AAP,Consumer Cyclical,Specialty Retail,150.0,9813000000.0,22.95,15.83,1.23,1.01,2.82,1.33,13.41,4.58,7.52,4.54,12.49,9700000000.0,135.19,1.6,4230000000.0000005,963470000.0,6.17,1.0244,6.8,573730000.0,8.33,3190000000.0,92.28,1.3,50.17,838070000.0,541310000.0,nan,69260000.0,0.24,0.16,0.24,0.16,0.17,3.87,444430000.0,12920000000.0
AAPL,Technology,Consumer Electronics,320.25,1395000000000.0,26.77,21.04,2.3,5.36,15.63,5.48,18.65,21.24,24.57,11.35,55.92,260170000000.00003,56.34,1.8,98390000000.0,76480000000.0,11.89,1.0669,-3.1,100560000000.0,22.63,108050000000.0,119.4,1.54,20.36,69390000000.0,42910000000.0,nan,4380000000.0,3.08,0.96,3.0,0.94,1.62,25.23,55260000000.0,1430000000000.0
AAT,Real Estate,REIT—Diversified,47.97,2862000000.0,61.6,46.35,19.96,8.27,2.17,11.85,21.33,11.42,30.56,2.65,5.01,346200000.0,6.8,19.5,211520000.0,192410000.0,0.77,0.8148,23.7,115570000.0,1.93,1370000000.0,105.2,3.0,21.97,139710000.0,35990000.0,nan,59960000.0,1.2,2.5,1.12,2.34,2.5,145.45,39550000.0,4099999999.9999995
