Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
ARAV,Healthcare,Biotechnology,11.66,179557000.0,nan,-5.75641,-0.03,58.794155,2.8569613,46.251,-6.12,0.0,-768.73,-20.43,-42.66,3050000.0,0.24,nan,-8080000.0,-23080000.0,-1.94,2.0571,nan,60700000.0,3.81,9610000.0,16.29,12.36,3.93,-20150000.0,-12120000.0,nan,16000000.0,nan,nan,nan,nan,nan,0.0,-24310000.0,141250160
ARAY,Healthcare,Medical Devices,2.04,178770000.0,89.77273,-28.214287,-0.28,0.4410074,2.9833837,0.783,15.987,0.64,2.98,1.68,4.8,405370000.0,4.54,-3.6,164150000.0,19850000.0,0.022,-0.75,nan,89740000.0,0.99,224310000.0,374.62,1.95,0.66,-11200000.0,-6260000.0,nan,90520000.0,nan,nan,nan,nan,nan,0.0,2580000.0,317413600
ARC,Industrials,Specialty Business Services,0.92,38396000.0,12.618571,4.9072223,nan,0.10274031,0.27253935,0.469,3.817,0.83,4.09,2.57,1.94,373720000.0,8.37,-9.0,125170000.0,45880000.0,0.07,6.0,15.4,38210000.0,0.88,170620000.0,115.92,1.45,3.24,52890000.0,39210000.0,nan,43470000.0,0.04,4.35,0.02,2.19,nan,12.5,3110000.0,175119680
ARCH,Energy,Thermal Coal,28.59,418393000.0,3.3417997,3.897038,nan,0.19694625,0.70466715,0.283,2.314,6.39,5.71,4.07,20.99,2120000000.0,135.93,-27.0,421330000.0,259329999.99999997,8.27,1.4643,nan,234210000.0,15.47,390100000.0,65.7,2.28,39.21,322700000.0,-69950000.0,nan,15140000.0,nan,nan,1.85,6.42,nan,23.3,135760000.0,600174336
ARCT,Healthcare,Biotechnology,51.22,1010999999.9999999,nan,-43.267544,nan,52.962154,44.04018,49.752,-31.469,-151.34,-161.73,-33.11,-247.55,19090000.0,1.45,-39.2,-12850000.0,-30170000.0,-2.19,1.0984,nan,59470000.0,2.99,21130000.0,124.43,2.94,1.12,-12890000.0,-10200000.0,nan,20490000.0,nan,nan,nan,nan,nan,0.0,-28880000.0,949510976
ARDX,Healthcare,Biotechnology,7.04,605586000.0,nan,-6.296296,-0.22,93.2532,3.609342,70.672,-5.386,0.0,-1347.92,-27.25,-70.24,6490000.0,0.09,nan,4680000.0,-85220000.0,-1.28,1.0,nan,223210000.0,2.51,54300000.0,32.37,9.76,1.88,-84520000.0,-51760000.0,nan,89060000.0,nan,nan,nan,nan,nan,0.0,-91170000.0,458943136
ARE,Real Estate,REIT—Office,160.68,20139000000.0,75.12941,60.01879,731.1,12.442018,2.1290925,18.027,29.455,15.62,27.38,1.57,3.09,1620000000.0,14.1,21.3,1100000000.0,990410000.0,2.12,0.2121,-85.5,445260000.0,3.53,7600000000.0,69.62,3.24,74.99,738390000.0,739560000.0,nan,126110000.0,4.24,2.64,4.06,2.52,2.89,188.84,244240000.0,29172809728
ARES,Financial Services,Asset Management,38.82,5093000000.0,98.3376,17.800926,1.86,3.912793,8.485986,11.003,86.707,5.6,11.22,0.77,-1.42,1300000000.0,11.65,-97.2,614900000.0,165180000.0,0.39,1.0976,nan,1680000000.0,12.7,9610000000.0,486.34,1.43,4.53,-2100000000.0,-281580000.0,nan,132460000.00000001,1.6,4.22,1.36,3.51,4.92,367.57,43710000.0,14322112512
ARGO,Financial Services,Insurance—Property & Casualty,32.66,1095000000.0,nan,9.729231,3.86,0.57738924,0.6674829,0.489,-15.257,-6.24,-4.55,-0.54,-6.73,1900000000.0,55.26,-14.3,495300000.0,-60800000.0,-3.46,1.8,nan,891300000.0,25.73,679100000.0,41.49,0.59,47.37,96300000.0,-4400000.0,nan,34640000.0,1.24,3.81,1.24,3.77,1.69,nan,-118400000.0,927630464
ARGX,Healthcare,Biotechnology,256.87,11573000000.0,nan,-23.937323,0.44,nan,21.087593,nan,nan,0.0,0.0,nan,nan,nan,nan,-41.5,-115080000.0,nan,-1.73,1.0872,nan,nan,nan,nan,0.62,nan,11.95,nan,nan,nan,47000000.0,nan,nan,nan,nan,nan,0.0,nan,10756820992
