Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
A,Healthcare,Diagnostics & Research,76.68,23954000000.0,31.97,20.33,2.57,4.57,4.94,4.86,20.02,14.59,19.25,6.83,15.46,5240000000.0,16.78,5.7,2810000000.0,1270000000.0,2.42,1.0,-60.9,1230000000.0,3.95,2460000000.0,50.78,1.64,15.64,749000000.0,670500000.0,nan,310000000.0,0.72,0.92,0.67,0.86,0.93,27.65,764000000.0,25450000000.0
AA,Basic Materials,Aluminum,13.76,2465000000.0,nan,30.14,5.54,0.24,0.6,0.53,3.79,-10.78,7.17,3.04,-12.66,10430000000.0,56.4,-27.2,1920000000.0,1460000000.0,-6.08,1.4091,nan,879000000.0,4.73,1960000000.0,33.32,1.38,22.16,686000000.0,902880000.0,nan,185580000.0,nan,nan,0.36,2.55,nan,0.0,-1120000000.0,5540000000.0
AACG,Consumer Defensive,Education & Training Services,1.13,31360000.0,nan,nan,nan,nan,nan,nan,nan,-163.21,0.0,-9.47,-25.32,nan,nan,4108.0,-2910000.0,nan,nan,nan,nan,nan,nan,nan,6.99,0.52,nan,nan,nan,nan,28380000.0,nan,nan,nan,nan,nan,0.0,nan,28030000.0
AAL,Industrials,Airlines,20.85,8666000000.0,5.37,3.48,0.43,0.19,nan,0.86,6.3,3.68,8.5,4.03,nan,45770000000.0,103.23,3.4,12560000000.0,6210000000.0,3.79,1.0088,27.8,3830000000.0,8.98,33439999999.999996,nan,0.45,-0.28,3820000000.0,-17750000.0,nan,428200000.0,0.4,1.79,0.4,1.79,1.03,10.55,1690000000.0,39120000000.0
AAN,Industrials,Rental & Leasing Services,39.99,2725000000.0,88.74,8.74,0.68,0.69,1.57,0.87,7.25,0.8,9.76,7.86,1.8,3950000000.0,58.64,1.0,1840000000.0,471820000.0,0.46,1.0748,nan,57760000.0,0.87,710420000.0,40.89,0.55,26.04,317180000.0,2390000000.0,nan,66739999.99999999,0.16,0.39,0.14,0.35,0.29,31.52,31470000.0,3420000000.0
AAOI,Technology,Semiconductors,9.9,190136000.0,nan,-17.83,-0.85,0.95,0.63,1.36,-11.81,-19.57,-24.46,-6.34,-12.29,200230000.0,10.06,-18.3,87770000.0,-23100000.0,-1.97,0.625,nan,69990000.0,3.48,137980000.0,45.65,2.96,15.07,-10190000.0,-33009999.999999996,nan,20120000.0,nan,nan,nan,nan,nan,0.0,-39190000.0,272720000.0
AAON,Industrials,Building Products & Equipment,52.42,2916000000.0,58.31,42.4,4.37,6.35,10.44,5.97,31.86,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,nan,52100000.0,0.32,0.6,0.32,0.6,0.77,33.33,50230000.0,2740000000.0
AAP,Consumer Cyclical,Specialty Retail,133.16,9172000000.0,19.37,13.35,1.05,0.94,2.57,1.24,12.14,5.01,7.8,4.66,13.72,9710000000.0,137.0,0.4,4260000000.0,995150000.0,6.84,1.2148,79.5,418660000.0,6.09,3240000000.0,91.36,1.27,51.61,866910000.0,275240000.0,nan,69260000.0,1.0,0.74,0.24,0.18,0.17,3.51,486900000.0,12080000000.0
AAPL,Technology,Consumer Electronics,281.1,1213000000000.0,22.0,17.67,1.78,4.53,13.57,4.74,16.26,21.49,24.71,11.58,55.47,267680000000.0,58.99,8.9,98390000000.0,78120000000.0,12.6,1.0967,11.4,107160000000.0,24.49,116750000000.0,130.4,1.6,20.42,73220000000.0,45590000000.0,nan,4380000000.0,3.08,1.07,3.04,1.04,1.61,23.94,57530000000.0,1270000000000.0
AAT,Real Estate,REIT—Diversified,42.76,2544000000.0,50.11,31.37,14.26,7.02,1.94,10.65,18.73,12.61,31.35,2.85,5.74,362580000.0,6.7,20.1,237300000.0,206100000.0,0.85,0.9167,92.5,99740000.0,1.66,1360000000.0,105.46,2.75,21.87,153820000.0,46840000.0,nan,60070000.0,1.2,2.76,1.14,2.62,2.51,135.71,45720000.0,3860000000.0
AAWW,Industrials,Airports & Air Services,24.23,600981000.0,nan,4.36,0.56,0.22,0.34,1.26,7.15,-10.7,6.82,2.14,-15.19,2740000000.0,106.06,-2.3,842700000.0,481700000.0,-11.35,1.2709,nan,103910000.0,4.0,2920000000.0,162.68,0.57,69.27,300340000.0,-90180000.0,nan,25870000.0,nan,nan,nan,nan,nan,0.0,-293110000.0,3450000000.0
AAXN,Industrials,Aerospace & Defense,77.9,4592000000.0,304.63,60.45,2.84,9.69,9.04,9.44,187.31,3.24,2.8,1.13,3.17,473800000.0,8.03,24.8,258579999.99999997,23870000.0,0.25,1.0769,6.9,311460000.0,5.25,11650000.0,2.29,3.13,8.56,51100000.0,12150000.0,nan,59340000.0,nan,nan,nan,nan,nan,0.0,15340000.0,4470000000.0
AB,Financial Services,Asset Management,31.4,2945000000.0,12.07,9.18,1.55,11.06,1.9,11.93,nan,89.59,100.0,10.93,15.68,266290000.00000003,2.78,31.7,266290000.00000003,nan,2.49,1.2143,33.6,nan,nan,nan,nan,nan,15.81,222760000.0,nan,nan,95890000.0,3.4,10.51,2.53,7.89,8.17,93.17,238560000.0,3180000000.0
ABB,Industrials,Specialty Industrial Machinery,22.1,47921000000.0,32.9,16.7,1.43,1.71,3.48,1.94,15.74,5.14,8.89,3.43,7.64,27980000000.0,13.12,-4.4,8960000000.0,3450000000.0,0.67,0.6923,2.5,4110000000.0000005,1.93,10080000000.0,72.11,1.31,6.34,2320000000.0,-1640000000.0,nan,2130000000.0,0.79,3.51,0.83,3.68,3.01,160.47,1000000000.0,54260000000.0
ABBV,Healthcare,Drug Manufacturers—General,86.19,127082000000.0,16.28,7.93,2.44,3.82,nan,4.78,10.12,23.69,41.17,11.53,nan,33270000000.000004,22.46,4.8,25830000000.0,15710000000.0,5.28,1.0091,nan,39920000000.0,26.99,67090000000.0,nan,3.18,-5.53,13320000000.0,8650000000.0,nan,1480000000.0,4.72,5.29,4.39,4.97,3.77,81.06,7840000000.0,159080000000.0
ABC,Healthcare,Medical Distribution,92.05,18699000000.0,29.42,11.01,1.47,0.1,6.33,0.12,8.95,0.36,1.03,2.94,20.82,182060000000.0,872.55,5.4,4990000000.0,2330000000.0,3.09,1.0539,-52.3,3230000000.0,15.7,4710000000.0,153.36,0.94,14.36,2009999999.9999998,1300000000.0,nan,205890000.0,1.68,1.79,1.6,1.71,1.61,51.61,649350000.0,20880000000.0
ABCB,Financial Services,Banks—Regional,35.97,2443000000.0,12.78,8.19,1.15,3.63,0.99,5.15,nan,23.96,44.34,1.09,8.22,673920000.0,11.53,64.5,673920000.0,nan,2.75,1.0,40.7,622100000.0,8.97,1550000000.0,nan,nan,35.61,nan,nan,nan,69500000.0,0.6,1.63,0.5,1.36,0.82,18.18,161440000.0,3470000000.0
ABEO,Healthcare,Biotechnology,3.52,279015000.0,nan,-2.39,nan,578.87,1.78,309.16,-2.08,0.0,-16325.52,-32.42,-62.79,482000.0,0.01,nan,-35700000.0,-71550000.0,-1.59,0.7955,nan,47920000.0,0.94,8180000.0,8.51,2.45,1.88,-65540000.00000001,-43240000.0,nan,83540000.0,nan,nan,nan,nan,nan,0.0,-77330000.0,149010000.0
ABEV,Consumer Defensive,Beverages—Brewers,3.17,53256000000.0,18.55,16.33,3.52,nan,3.31,nan,nan,20.98,0.0,10.63,18.05,nan,nan,8.1,30960000000.0,nan,0.176,1.0,-11.6,nan,nan,nan,6.1,1.33,0.99,nan,nan,nan,15730000000.0,0.12,3.38,0.14,3.98,2.22,45.27,nan,56160000000.0
ABG,Consumer Cyclical,Auto & Truck Dealerships,92.86,1762000000.0,9.56,7.86,0.48,0.24,2.94,0.52,10.26,2.56,4.61,nan,34.36,7210000000.0,377.5,6.2,1170000000.0,367700000.0,9.55,1.0812,7.9,1800000.0,0.09,1940000000.0,323.82,nan,31.08,nan,nan,nan,19300000.0,nan,nan,nan,nan,nan,0.0,184400000.0,3770000000.0
ABIO,Healthcare,Biotechnology,3.55,5213000.0,nan,-0.37,nan,nan,0.68,nan,0.3,0.0,0.0,-47.31,-80.37,nan,nan,nan,nan,-5800000.0,-4.149,0.7778,nan,8359999.999999999,5.25,25000.0,0.33,9.16,4.77,-4800000.0,-3240000.0,nan,1590000.0,nan,nan,nan,nan,nan,0.0,-5480000.0,-1750000.0
ABM,Industrials,Specialty Business Services,35.22,2331000000.0,18.29,15.66,1.22,0.36,1.51,0.49,9.56,1.96,3.42,3.79,8.51,6500000000.0,97.58,-0.0,731100000.0,329600000.0,1.91,1.0645,393.8,58500000.0,0.88,823500000.0,53.4,1.41,23.16,262700000.0,173840000.0,nan,66590000.0,0.74,2.06,0.72,2.01,1.91,37.7,127500000.0,3150000000.0
ABMD,Healthcare,Medical Devices,150.1,6762000000.0,28.51,32.48,1.5,8.04,6.55,7.76,23.74,29.14,30.48,14.88,25.83,841310000.0,18.62,10.5,639870000.0,275020000.0,5.33,1.3853,54.3,427540000.0,9.49,12620000.0,1.21,5.04,23.2,298720000.0,176330000.0,nan,45160000.0,nan,nan,nan,nan,nan,0.0,245170000.0,6530000000.0
ABR,Real Estate,REIT—Mortgage,13.3,1369000000.0,9.69,9.69,1.38,3.41,1.23,15.43,nan,31.99,47.13,2.86,12.82,402090000.0,4.33,-2.7,351540000.0,nan,1.27,0.9444,-4.3,301120000.0,2.71,4720000000.0,348.23,3.45,9.98,-226540000.0,nan,nan,109710000.0,1.2,8.76,1.17,8.73,8.24,89.76,121070000.0,6210000000.0
ABT,Healthcare,Medical Devices,80.4,141919000000.0,38.96,20.0,2.03,4.45,4.55,4.96,20.01,11.56,15.34,4.53,11.89,31900000000.0,18.05,7.1,18710000000.0,7910000000.0,2.06,1.0,60.4,4139999999.9999995,2.35,19100000000.0,61.02,1.44,17.64,6140000000.0,3930000000.0,nan,1770000000.0,1.44,1.77,1.32,1.62,1.97,62.14,3670000000.0,158240000000.0
ABTX,Financial Services,Banks—Regional,34.74,703923000.0,13.88,13.03,nan,3.76,0.99,3.01,nan,28.32,39.64,1.1,7.5,187020000.0,8.84,3.9,187020000.0,nan,2.47,1.0984,6.3,346250000.0,16.87,183300000.0,nan,nan,34.59,nan,nan,nan,20530000.0,0.4,1.12,nan,nan,nan,0.0,52960000.0,563190000.0
