Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
ACIU,Healthcare,Biotechnology,7.01,476069000.0,nan,-8.386076,nan,nan,2.218687,nan,nan,-53.36,0.0,-4.77,-10.18,nan,nan,-83.5,60590000.0,nan,-0.55,0.7857,nan,nan,nan,nan,0.93,21.28,2.99,nan,nan,nan,71860000.0,nan,nan,nan,nan,nan,0.0,nan,518825088
ACIW,Technology,Software—Infrastructure,27.04,3221000000.0,47.896553,22.958677,3.56,2.3966773,3.01465,3.287,20.281,5.1,11.76,3.78,6.53,1340000000.0,11.57,41.6,640840000.0,217800000.0,0.58,2.1,nan,119120000.0,1.03,1430000000.0,134.06,1.45,9.22,152720000.0,123160000.0,nan,115940000.0,nan,nan,nan,nan,nan,0.0,68600000.0,4417336832
ACLS,Technology,Semiconductor Equipment & Materials,28.01,933653000.0,43.62519,18.562092,1.3,2.520171,2.183104,2.135,22.256,5.99,8.32,3.48,5.26,370470000.0,11.36,30.1,144150000.0,35540000.0,0.65,1.32,85.1,174740000.0,5.32,54110000.0,12.67,5.2,13.01,38430000.0,33380000.000000004,nan,32880000.000000004,nan,nan,nan,nan,nan,0.0,22190000.0,790990656
ACM,Industrials,Engineering & Construction,36.54,5976000000.0,nan,14.468993,1.02,0.3005175,1.6797156,0.395,8.17,-2.19,3.64,3.25,-4.73,19890000000.0,126.06,-4.9,813450000.0,961640000.0,-2.76,1.1,nan,1140000000.0,7.09,3040000000.0,82.89,1.23,22.22,364600000.0,770440000.0,nan,160090000.0,nan,nan,nan,nan,nan,0.0,-265000000.0,7856312320
ACMR,Technology,Semiconductor Equipment & Materials,84.82,1623000000.0,94.177216,55.453415,4.33,14.571027,16.405733,14.048,89.078,16.83,15.04,6.37,18.28,111390000.0,6.43,18.9,50650000.0,17570000.0,0.95,2.75,-8.2,52280000.0,2.88,7440000.0,4.7,3.91,5.44,16410000.0,-50170000.0,nan,16329999.999999998,nan,nan,nan,nan,nan,0.0,18740000.0,1564827648
ACN,Technology,Information Technology Services,221.98,142952000000.0,29.361423,27.769802,3.93,3.2089813,8.910334,3.118,19.234,11.11,14.68,12.93,32.82,44550000000.0,69.98,-1.0,13310000000.0,7220000000.0,7.64,1.027,-1.7,6450000000.0,10.13,3510000000.0,21.31,1.37,25.18,7180000000.0,5760000000.0,nan,636200000.0,3.2,1.44,3.2,1.44,1.74,31.41,4950000000.0,138885496832
ACOR,Healthcare,Biotechnology,0.7155,32143000.0,nan,-0.33,-0.01,0.18224493,0.10419972,1.143,-2.737,-131.45,-64.0,-7.1,-53.1,176370000.0,3.71,-36.3,157560000.0,-73670000.0,-4.885,1.2439,nan,82890000.0,1.73,250260000.0,81.6,2.38,6.43,-89450000.0,-123300000.0,nan,47980000.0,nan,nan,nan,nan,nan,0.0,-231830000.0,201660560
ACRE,Real Estate,REIT—Mortgage,8.96,305993000.0,24.53083,8.632075,1.46,5.4862103,0.65152377,32.854,nan,20.05,20.82,0.6,2.51,55770000.0,1.89,nan,76330000.0,nan,0.37,0.9412,nan,74500000.0,2.24,1610000000.0,345.13,2.35,14.04,33930000.0,nan,nan,33439999.999999996,1.32,14.7,1.32,14.7,8.8,300.0,11190000.0,1832435584
ACRX,Healthcare,Drug Manufacturers—Specialty & Generic,1.22,95301000.0,nan,-4.72,nan,39.544098,nan,31.527,-1.404,0.0,-2320.95,-36.65,nan,2410000.0,0.03,45.7,-9180000.0,-54110000.0,-0.698,1.1765,nan,52730000.0,0.65,30170000.0,nan,3.69,-0.69,-52300000.0,-32009999.999999996,nan,80760000.0,nan,nan,nan,nan,nan,0.0,-55490000.0,75979776
ACST,Healthcare,Biotechnology,0.65,58455000.0,nan,-1.8154286,nan,nan,4.4125004,nan,-2.12,0.0,0.0,-51.13,-212.26,nan,nan,nan,nan,-22120000.0,-0.302,1.2917,nan,14240000.0,0.15,147000.0,1.13,2.17,0.14,-22940000.0,-16090000.0,nan,92490000.0,nan,nan,nan,nan,nan,0.0,-25510000.0,46884592
ACTG,Industrials,Specialty Business Services,4.12,199207000.0,nan,409.00003,-4.09,17.064137,1.2737466,6.401,-4.542,-205.77,-172.02,-5.8,-12.68,11670000.0,0.23,12.6,-3850000.0,-16450000.0,-0.566,-1.375,nan,158110000.0,3.25,1400000.0,0.73,15.16,3.21,-2560000.0,-15310000.0,nan,48710000.0,nan,nan,0.12,3.06,nan,0.0,-25220000.0,74725736
ACU,Consumer Defensive,Household & Personal Products,23.2,78102000.0,12.48,11.7,1.26,0.51831806,1.3281118,0.778,9.006,4.32,6.32,4.95,11.44,150680000.0,45.0,9.5,52000000.0,13020000.0,1.88,1.1646,19.8,5240000.0,1.56,45070000.0,76.37,4.16,17.62,nan,nan,nan,3340000.0,0.48,2.08,0.48,2.08,2.07,25.67,6510000.0,117289368
