Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
ADRO,Healthcare,Biotechnology,2.73,226936000.0,nan,-4.208955,-0.42,8.359392,3.8211381,2.455,-0.998,-243.93,-263.56,-14.01,-76.04,27270000.0,0.34,254.2,-48610000.0,-67110000.0,-0.828,1.1429,nan,202920000.0,2.51,33020000.000000004,55.42,9.13,0.74,-62160000.0,-40980000.0,nan,80840000.0,nan,nan,nan,nan,nan,0.0,-66519999.99999999,66955684
ADS,Financial Services,Credit Services,40.97,2055000000.0000002,14.059955,3.2419233,1.16,0.36510655,1.8894777,3.361,19.381,2.82,15.05,1.97,25.51,5630000000.0,115.7,3.6,1260000000.0,976100000.0,3.07,0.2698,-79.9,4460000000.0,93.57,21130000000.0,1942.39,2.02,22.84,1180000000.0,6550000000.0,nan,47630000.0,0.84,2.13,2.52,6.6,nan,29.58,414800000.0,18917687296
ADSK,Technology,Software—Application,176.49,41470000000.0,197.08333,32.67703,0.51,12.665184,nan,12.57,87.998,6.55,11.45,4.3,nan,3270000000.0,14.9,22.0,2980000000.0,467700000.0,0.96,1.0337,103.7,1840000000.0,8.4,2540000000.0,nan,0.83,-0.63,1420000000.0,908060000.0,nan,219520000.0,nan,nan,nan,nan,nan,0.0,214500000.0,41156501504
ADSW,Industrials,Waste Management,32.7,2949000000.0,nan,86.065796,8.61,1.8142495,3.189176,2.938,12.329,-0.42,5.65,1.62,-0.75,1630000000.0,18.19,0.7,564400000.0,387400000.0,-0.08,0.5714,nan,31000000.0,0.34,1870000000.0,202.47,0.67,10.26,272400000.0,79040000.0,nan,90180000.0,nan,nan,nan,nan,nan,0.0,-6900000.0,4776148480
ADT,Industrials,Security & Protection Services,6.12,4725000000.0,nan,5.733645,1.43,0.89957047,1.632083,2.785,6.546,-12.53,4.81,0.95,-18.68,5250000000.0,7.02,10.2,3740000000.0,2230000000.0,-0.88,1.3478,nan,118140000.0,0.15,10400000000.0,359.1,0.58,3.76,1610000000.0,720270000.0,nan,770150000.0,0.14,2.48,0.14,2.33,nan,nan,-657970000.0,14628448256
ADTN,Technology,Communication Equipment,10.33,520818000.0,nan,67.875,-111.74,1.0399874,1.431962,0.936,-33.926,-12.72,-6.28,-3.48,-15.79,500790000.0,10.46,-20.4,219950000.0,-13820000.0,-1.34,0.5385,nan,77270000.0,1.61,nan,nan,3.29,7.58,-12210000.0,-8180000.0,nan,47960000.0,0.36,3.5,0.36,3.46,2.38,nan,-63720000.0,468721440
ADUS,Healthcare,Medical Care Facilities,80.4,1400000000.0,61.51743,34.22053,2.23,2.3411252,2.9513035,1.86,26.423,3.33,5.48,3.9,5.52,598150000.0,45.32,23.3,138000000.0,42100000.0,1.46,1.069,34.0,239610000.0,15.55,78700000.0,16.75,5.07,30.5,16610000.0,4790000.0,nan,15560000.0,nan,nan,nan,nan,nan,0.0,20360000.0,1112302848
ADVM,Healthcare,Biotechnology,17.42,1478000000.0,nan,-16.073914,nan,5913.2554,7.1123514,5709.475,-21.313,0.0,-27418.0,-19.64,-34.29,250000.0,0.0,-100.0,-40170000.0,-66970000.0,-1.01,1.0,nan,166040000.0,2.08,32450000.000000004,18.55,9.06,2.6,-49170000.0,-52120000.0,nan,79680000.0,nan,nan,nan,nan,nan,0.0,-64489999.99999999,1427368832
ADXS,Healthcare,Biotechnology,0.72,43437000.0,nan,-1.310909,nan,36.258118,1.0449276,13.696,-0.501,0.0,-2849.67,-41.98,-94.34,1200000.0,0.04,-100.0,20880000.0,-32720000.0,-1.382,0.7895,nan,34160000.0,0.57,6640000.0,15.99,9.26,0.69,-31970000.0,-24690000.0,nan,60250000.0,nan,nan,nan,nan,nan,0.0,-37290000.0,16407491
AEE,Utilities,Utilities—Regulated Electric,70.49,17500000000.0,21.15373,18.797081,3.25,3.0988188,2.1648743,4.889,11.696,14.67,24.03,3.02,10.44,5650000000.0,22.99,-7.2,2740000000.0,2360000000.0,3.35,1.2258,38.2,16000000.0,0.06,9830000000.0,119.9,0.57,32.73,2170000000.0,-504000000.0,nan,246890000.0,1.98,2.88,1.92,2.79,3.08,61.39,828000000.0,27601979392
