Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
ADNT,Consumer Cyclical,Auto Parts,16.79,1597000000.0,nan,9.775862,-0.38,0.10244959,1.0362473,0.34,8.968,-3.28,1.69,1.55,-18.89,15590000000.0,166.26,-17.0,801000000.0,591000000.0,-5.45,nan,nan,1640000000.0,17.47,4900000000.0,255.32,1.01,16.42,451000000.0,58250000.0,nan,93790000.0,nan,nan,0.28,1.62,nan,0.0,-511000000.0,5300351488
ADP,Industrials,Staffing & Employment Services,136.21,58815000000.0,23.485498,23.800001,2,3.9854565,10.71233,4.303,17.214,17.15,21.85,4.4,47.13,14760000000.0,34.17,5.7,6390000000.0,3690000000.0,5.83,1.0159,8.9,1710000000.0,3.97,2460000000.0,44.88,1.03,12.77,2980000000.0,2440000000.0,nan,429770000.0,3.64,2.67,3.4,2.49,2.1,58.32,2530000000.0,63502860288
ADPT,Healthcare,Biotechnology,39.89,5055000000.0,nan,-38.67961,-8.37,59.42352,8.736842,47.163,-56.831,-80.64,-92.15,-7.87,-15.7,85070000.0,1.23,40.8,-7910000.0,-70600000.0,-1.01,0.85,nan,576870000.0,4.57,36610000.0,6.41,7.82,4.56,205400000.0,-3890000.0,nan,126890000.0,nan,nan,nan,nan,nan,0.0,-69570000.0,4012237824
ADRO,Healthcare,Biotechnology,2.78,224109000.0,nan,-4.141791,-0.42,8.225998,3.7601628,2.455,-0.998,-243.93,-263.56,-14.01,-76.04,27270000.0,0.34,254.2,-48610000.0,-67110000.0,-0.828,1.1429,nan,202920000.0,2.51,33020000.000000004,55.42,9.13,0.74,-62160000.0,-40980000.0,nan,80840000.0,nan,nan,nan,nan,nan,0.0,-66519999.99999999,66955684
ADS,Financial Services,Credit Services,44.15,2130999999.9999998,14.581297,3.3621337,1.16,0.37864468,1.9595393,3.361,19.381,2.82,15.05,1.97,25.51,5630000000.0,115.7,3.6,1260000000.0,976100000.0,3.07,0.2698,-79.9,4460000000.0,93.57,21130000000.0,1942.39,2.02,22.84,1180000000.0,6550000000.0,nan,47630000.0,0.84,2.2,2.52,5.62,nan,29.58,414800000.0,18917687296
ADSK,Technology,Software—Application,190.13,42780000000.0,203.3125,33.709843,0.51,13.06549,nan,12.57,87.998,6.55,11.45,4.3,nan,3270000000.0,14.9,22.0,2980000000.0,467700000.0,0.96,1.0337,103.7,1840000000.0,8.4,2540000000.0,nan,0.83,-0.63,1420000000.0,908060000.0,nan,219520000.0,nan,nan,nan,nan,nan,0.0,214500000.0,41156501504
ADSW,Industrials,Waste Management,32.6,2937000000.0,nan,85.710526,8.61,1.8067605,3.1760116,2.938,12.329,-0.42,5.65,1.62,-0.75,1630000000.0,18.19,0.7,564400000.0,387400000.0,-0.08,0.5714,nan,31000000.0,0.34,1870000000.0,202.47,0.67,10.26,272400000.0,79040000.0,nan,90180000.0,nan,nan,nan,nan,nan,0.0,-6900000.0,4776148480
ADTN,Technology,Communication Equipment,10.92,530890000.0,nan,69.1875,-111.74,1.0600977,1.4596518,0.936,-33.926,-12.72,-6.28,-3.48,-15.79,500790000.0,10.46,-20.4,219950000.0,-13820000.0,-1.34,0.5385,nan,77270000.0,1.61,nan,nan,3.29,7.58,-12210000.0,-8180000.0,nan,47960000.0,0.36,3.5,0.36,3.28,2.38,nan,-63720000.0,468721440
ADUS,Healthcare,Medical Care Facilities,89.64,1417000000.0,62.25564,34.631176,2.23,2.3692188,2.9867191,1.86,26.423,3.33,5.48,3.9,5.52,598150000.0,45.32,23.3,138000000.0,42100000.0,1.46,1.069,34.0,239610000.0,15.55,78700000.0,16.75,5.07,30.5,16610000.0,4790000.0,nan,15560000.0,nan,nan,nan,nan,nan,0.0,20360000.0,1112302848
ADVM,Healthcare,Biotechnology,17.98,1501000000.0,nan,-16.32174,nan,6004.4253,7.2220087,5709.475,-21.313,0.0,-27418.0,-19.64,-34.29,250000.0,0.0,-100.0,-40170000.0,-66970000.0,-1.01,1.0,nan,166040000.0,2.08,32450000.000000004,18.55,9.06,2.6,-49170000.0,-52120000.0,nan,79680000.0,nan,nan,nan,nan,nan,0.0,-64489999.99999999,1427368832
