Ticker,Sector,Industry,Price,Market Cap (intraday),Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Diluted EPS,EPS Beat Ratio,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Net Income Avi to Common,Enterprise Value
A,Healthcare,Diagnostics & Research,85.72,26670000000.0,25.47,22.58,2.73,5.17,5.59,5.35,21.58,20.74,20.2,7.25,22.99,5160000000.0,16.44,5.6,2810000000.0,1280000000.0,3.37,1.0471,-0.5,1380000000.0,4.45,2410000000.0,50.69,1.53,15.36,1020000000.0,846630000.0,nan,309000000.0,0.72,0.84,0.66,0.77,0.93,19.47,1070000000.0000001,27640000000.0
AA,Basic Materials,Aluminum,15.8,2908000000.0,nan,34.82,7.52,0.28,0.71,0.54,3.56,-10.78,8.4,3.58,-12.87,10430000000.0,56.25,-27.2,1900000000.0,1590000000.0,-6.07,1.4091,nan,879000000.0,4.74,1800000000.0,30.74,1.38,22.0,686000000.0,849880000.0,nan,185580000.0,nan,nan,0.36,2.29,nan,0.0,-1120000000.0,5660000000.0
AACG,Consumer Defensive,Education & Training Services,1.1,32637999.999999996,nan,nan,nan,nan,nan,nan,nan,-163.21,0.0,-9.47,-25.32,nan,nan,4108.0,-2910000.0,nan,nan,nan,nan,nan,nan,nan,6.99,0.52,nan,nan,nan,nan,28380000.0,nan,nan,nan,nan,nan,0.0,nan,28640000.0
AAL,Industrials,Airlines,30.01,12503000000.0,7.7,5.03,0.57,0.27,nan,0.92,7.06,3.68,8.1,3.84,nan,45770000000.0,103.23,3.4,12710000000.0,5990000000.0,3.79,1.0088,30.2,3830000000.0,8.8,33439999999.999996,nan,0.45,-0.27,nan,nan,nan,428200000.0,0.4,1.33,0.4,1.33,1.03,10.55,1690000000.0,42310000000.0
AAN,Industrials,Rental & Leasing Services,58.47,3908000000.0,19.96,12.96,0.69,0.99,2.09,1.14,7.06,5.09,13.81,11.48,11.03,3940000000.0,58.26,1.1,1910000000.0,634250000.0,2.92,0.8902,-9.0,150260000.0,2.24,721550000.0,38.63,1.66,27.81,344260000.0,2230000000.0,nan,67150000.0,0.16,0.27,0.14,0.24,0.29,4.81,200270000.0,4480000000.0
AAOI,Technology,Semiconductors,12.7,239430000.0,nan,-22.45,-1.07,1.2,0.79,1.53,-13.31,-19.57,-24.46,-6.34,-12.29,200230000.0,10.06,-18.3,87770000.0,-23100000.0,-1.97,0.625,nan,69990000.0,3.48,137980000.0,45.65,2.96,15.07,-10190000.0,-33009999.999999996,nan,20120000.0,nan,nan,nan,nan,nan,0.0,-39190000.0,307310000.0
AAON,Industrials,Building Products & Equipment,56.42,2974000000.0,59.46,43.24,4.65,6.48,10.64,6.42,34.26,10.94,13.84,11.93,18.98,459100000.0,8.81,0.5,103530000.0,85980000.0,0.96,0.9286,-1.8,28370000.0,0.55,nan,nan,3.16,5.36,81250000.0,30010000.0,nan,52100000.0,0.32,0.57,0.32,0.57,0.77,33.33,50230000.0,2950000000.0
AAP,Consumer Cyclical,Specialty Retail,134.75,9252000000.0,21.64,15.01,1.11,0.95,2.66,1.22,12.26,4.58,7.52,4.54,12.49,9700000000.0,135.19,1.6,4230000000.0000005,963470000.0,6.17,1.0244,6.8,573730000.0,8.33,3190000000.0,92.28,1.3,50.17,838070000.0,541310000.0,nan,69260000.0,0.24,0.18,0.24,0.18,0.17,3.87,444430000.0,11810000000.0
AAPL,Technology,Consumer Electronics,324.74,1422000000000.0,25.8,20.66,1.93,5.31,15.91,5.35,18.32,21.49,24.71,11.58,55.47,267680000000.0,58.99,8.9,98390000000.0,78120000000.0,12.6,1.0967,11.4,107160000000.0,24.49,116750000000.0,130.4,1.6,20.42,73220000000.0,45590000000.0,nan,4380000000.0,3.08,0.95,3.04,0.94,1.61,23.94,57530000000.0,1430000000000.0
AAT,Real Estate,REIT—Diversified,46.15,2803000000.0,55.56,34.57,14.89,7.64,2.13,11.02,19.92,12.47,31.0,2.85,5.74,366740000.0,6.78,21.6,234760000.0,202930000.0,0.84,0.9167,92.5,99300000.0,1.65,1360000000.0,104.95,2.78,21.87,nan,nan,nan,60070000.0,1.2,2.61,1.14,2.48,2.51,135.71,45720000.0,4040000000.0
AAWW,Industrials,Airports & Air Services,26.39,706534000.0,6.34,6.25,0.6,0.26,0.32,1.3,7.07,11.9,7.58,2.28,16.22,2760000000.0,107.04,-1.2,874410000.0,506060000.0,4.31,0.3627,-15.7,72460000.0,2.8,2940000000.0,134.15,0.39,84.79,354750000.0,106720000.0,nan,25870000.0,nan,nan,nan,nan,nan,0.0,328140000.0,3580000000.0
AAXN,Industrials,Aerospace & Defense,87.86,5169000000.0,342.95,68.05,2.9,10.91,10.18,10.28,204.0,3.24,2.8,1.13,3.17,473800000.0,8.03,24.8,258579999.99999997,23870000.0,0.25,1.0769,6.9,311460000.0,5.25,11650000.0,2.29,3.13,8.56,51100000.0,12150000.0,nan,59340000.0,nan,nan,nan,nan,nan,0.0,15340000.0,4870000000.0
