TICKER,PRICE,CUR_RATIO,CUR_RATIO_AV,CUR_RATIO_CMP_TO_AV,PRICE_TO_BOOK,EARNING_GROWTH_YOY,EARNING_GROWTH_AV,EARNING_GROWTH_CMP_TO_AV,ALTMAN_ZSCORE,DIVIDEND_YIELD
JPM, 103.08, 0.5886328010485792, 0.33354011653956367, 0.2550926845090155, 1.6196607823720641, 0.32866903972832534, 0.8664718881525305, -0.5378028484242052, -0.3313207137454416, 0.0311
JNPR, 28.21, 2.407375445863537, 2.1873487515031065, 0.22002669436043032, 2.9668017370172097, -0.48338113716888814, 0.8061997395066917, -1.2895808766755799, 1.1661293391842826, 0.0258
K, 59.36, 0.6778298727394507, 0.9697543064072078, -0.2919244336677571, 6.362367892407104, 0.8258992805755395, 1.4459209274156983, -0.6200216468401588, 1.2846758557039204, 0.0378
KEY, 16.74, 0.07159187820943187, 0.06355056123466608, 0.008041316974765789, 1.1689288993482623, 0.4399690162664601, 1.3262294481086685, -0.8862604318422084, -0.8165784126451207, 0.0416
KMB, 116.88, 0.8895527483782861, 1.1032485722217338, -0.21369582384344765, 66.84945372536659, 0.04506534474988734, 1.1690126971174435, -1.123947352367556, 2.0855667834004556, 0.035
KIM, 16.56, 1.4706892057699765, 0.8804831589139073, 0.5902060468560693, 1.285099714417393, 0.1386369639869684, 0.9521679395456176, -0.8135309755586493, 0.28976906856595935, 0.0676
KMI, 17.89, 0.7571787746460236, 0.6414208177092636, 0.11575795693675994, -40.641378053053764, 7.605381165919282, -2.0210655641410415, 9.626446730060323, 0.35176201102620763, 0.0451
KLAC, 95.18, 3.734556676351283, 3.436901667458752, 0.29765500889253094, 8.05481735061232, -0.13369421084230668, 1.430828664480067, -1.5645228753223737, 2.534408323547982, 0.0323
KSS, 69.72, 2.010939268200679, nan, nan, 1.8377457411736806, 0.5449640287769785, 0.785726838372008, -0.2407628095950295, 2.119233368266587, 0.0354
KHC, 47.84, 0.7171338333991315, 0.9697543064072078, -0.25262047300807633, 0.9384395807436119, 2.017572762218561, 1.4459209274156983, 0.5716518348028627, 0.5179697863800264, 0.053399999999999996
KR, 29.41, 0.7830527576248503, 0.7830527576248503, 0.0, 1.8411190113621112, -0.03474706182933061, 0.9652529381706694, -1.0, 3.487185338114739, 0.0194
LB, 27.18, 1.6213687838503201, nan, nan, -13.031679372558202, -0.15112262521588946, 0.39672782184578115, -0.5478504470616706, 2.605110242850505, 0.0444
LLL, 182.32, 1.869693148381673, 1.7551770710472063, 0.11451607733446667, 2.026113443385954, 0.21484992101105846, 0.865492363107537, -0.6506424420964785, 1.320313394704034, 0.018000000000000002
LW, 70.89, 1.7937150568729516, 0.9697543064072078, 0.8239607504657438, -34.31541594601858, 0.27483833039388594, 1.4459209274156983, -1.1710825970218124, 2.3461802457274836, 0.0113
LEG, 39.44, 1.8095677115345217, 1.6717184087742976, 0.1378493027602241, 4.552530700413532, -0.2002179242713157, 0.9219173327379773, -1.122135257009293, 1.90708634614687, 0.0391
LLY, 115.69, 1.3210121148329308, nan, nan, -4.6521838627305705, -1.0745543541788427, -0.39463333177288307, -0.6799210224059596, 0.9904446774079041, 0.0217
LNC, 58.76, 2.809485744737543, 1.4207696144619684, 1.3887161302755748, 0.760943159093216, 0.7441275167785235, 1.5450633191234475, -0.800935802344924, 0.11718020198474272, 0.0255
LIN, 161.61, 0.9933474448140308, 1.6772080735520536, -0.6838606287380228, 6.562301103825456, -0.14954486345903772, 0.9400225771831371, -1.089567440642175, 1.0557019676359376, 0.021
LMT, 281.39, 1.3817361715597056, 1.7551770710472063, -0.3734408994875007, -82.9269966138734, -0.4860111910471623, 0.865492363107537, -1.3515035541546991, 1.6720899648827, 0.0316
L, 47.32, 0.5273954423084215, 1.4207696144619684, -0.8933741721535469, 0.6899670724156955, 0.9720670391061452, 1.5450633191234475, -0.5729962800173023, 0.10476689395950103, 0.0053
LOW, 93.41, 1.0558862433862435, 1.112511480344474, -0.05662523695823052, 12.221243167630737, 0.11445198836081474, 1.0995158018968834, -0.9850638135360686, 2.723227389011959, 0.0209
LYB, 86.99, 2.45719070546368, 1.851588995265958, 0.605601710197722, 3.173930106104255, 0.27242006758513126, 1.2487415294801019, -0.9763214618949706, 2.584835333641437, 0.0466
MTB, 164.87, 0.10369432072409789, 0.06355056123466608, 0.0401437594894318, 1.6055508759569515, 0.36197672948918774, 1.3262294481086685, -0.9642527186194807, -0.7907208337177064, 0.0245
MAC, 46.29, 0.8158929140550303, 0.8804831589139073, -0.06459024485887699, 3.326366245684018, -0.7086127687491326, 0.9521679395456176, -1.6607807082947503, 0.2273820949943793, 0.0653
M, 25.62, 1.4667980295566503, nan, nan, 1.2717670211051757, 1.513911620294599, 1.2569558101472995, 0.2569558101472995, 1.801867239162878, 0.061
MRO, 15.88, 1.3038617886178863, 1.260509387911391, 0.04335240070649515, -1.4142715628020528, 0.6022999520843316, -1.8216433499581686, 2.4239433020425003, 0.11026794139602565, 0.0127
MPC, 65.67, 1.278965451422027, nan, nan, 1.4085433247346386, 2.1360263808738664, 0.9209168235423406, 1.2151095573315258, 1.8008484841129235, 0.027999999999999997
MAR, 108.71, 0.45707154742096506, 0.38440904300669604, 0.07266250441426902, 9.481952073936153, 0.7589743589743589, -30.567345252264708, 31.326319611239068, 0.4789379304861279, 0.0151
MMC, 83.75, 1.3050211168465509, 1.1262116075084367, 0.17880950933811413, 5.696640904208323, -0.15877437325905291, 0.8937868610469917, -1.0525612343060446, 1.3295971159832043, 0.0202
MLM, 179.67, 3.79011719695311, 2.6392524910594686, 1.1508647058936412, 2.304132489356303, 0.6768011771231937, 1.5407947306902599, -0.8639935535670662, 1.0426797071178102, 0.0108
MAS, 31.8, 1.9748157248157248, 2.4624523102639033, -0.48763658544817856, 53.11477675897341, 0.08614232209737828, 1.2744743456225605, -1.1883320235251822, 2.591830976566616, 0.0152
MA, 199.79, 1.5690890481064483, 2.732413250697459, -1.1633242025910107, 28.494390212981745, -0.03547671840354767, 0.8378191519597188, -0.8732958703632665, 2.1860549039633406, 0.0066
MKC, 139.53, 0.8303805268833769, 0.9697543064072078, -0.1393737795238309, 3.8402023980093514, 0.01079822146940504, 1.4459209274156983, -1.4351227059462932, 0.7432982167713931, 0.016200000000000003
MXIM, 53.15, 4.026121307507571, 3.9100322019355396, 0.11608910557203167, 7.158119130135648, -0.18245736188645115, 0.635822419945212, -0.8182797818316632, 1.9876583434617343, 0.0349
MCD, 182.25, 1.8429391821767107, 1.4192595064861586, 0.4236796756905521, -44.00007081511499, 0.1079270244318788, 2.476586571880507, -2.3686595474486283, 1.7943975464819322, 0.0256
MCK, 125.89, 1.0122938530734633, inf, -inf, 5.49409666652518, -0.9446655296570021, 0.4162314782319822, -1.3608970078889844, 3.6263813542934122, 0.0125
MDT, 86.82, 2.2788575961919872, 2.2538307538356617, 0.025026842356325574, 3.316961005486366, -0.2308648111332008, 1.2168703415351632, -1.447735152668364, 0.7937219240733149, 0.022799999999999997
MRK, 75.57, 1.330503921779306, nan, nan, 4.280080571123199, -0.38645013955848767, -0.39463333177288307, 0.008183192214395396, 0.8873479846927416, 0.0291
MET, 44.98, 0.9844901423666037, nan, nan, 0.7539653687385506, 0.39520624303233, 1.0849136200906722, -0.6897073770583422, 0.11691383355802351, 0.0373
MGM, 28.4, 0.7678957515598008, 1.2708052909869418, -0.502909539427141, 1.53391070218372, 0.6949270663719461, 2.3219264333823877, -1.6269993670104417, 0.6060353295574668, 0.0175
MCHP, 76.9, 1.6636760186378508, 3.9100322019355396, -2.2463561832976886, 57.030945557075206, 0.4970691676436108, 0.635822419945212, -0.13875325230160124, 1.1033132963027472, 0.0191
MSFT, 106.75, 2.900800164136233, 1.8626422262344189, 1.038157937901814, 8.807809102943317, -0.34987641727804153, 0.7614731255493767, -1.1113495428274183, 1.481081732261549, 0.0173
MAA, 100.11, 0.11860581045727059, 0.3158827739306347, -0.1972769634733641, 2.0978253461815295, 0.5175265817595208, 0.7804829848309871, -0.2629564030714663, 0.2077067327421387, 0.0384
MDLZ, 43.16, 0.4761603241942633, 0.9697543064072078, -0.49359398221294454, 2.159918619809422, 0.7591372079089275, 1.4459209274156983, -0.6867837195067709, 0.5174129383687751, 0.0242
MCO, 158.63, 1.2507148742306016, 1.2925681303930194, -0.04185325616241786, -249.23367538142463, 2.6537345902828138, 2.701540823086532, -0.047806232803718096, 1.4309137300354409, 0.0111
MOS, 31.91, 2.272906306927281, 2.1506742176907077, 0.12223208923657314, 1.768982049340174, -1.345949535192563, -1.2771294049801225, -0.06882013021244049, 0.6502999506286218, 0.0032
MSI, 115.23, 1.3476629136813374, 2.1873487515031065, -0.8396858378217691, -52.74931258090628, -1.2686832740213523, 0.8061997395066917, -2.074883013528044, 1.438374640219909, 0.02
MSCI, 164.68, 2.0852221020914277, 1.2925681303930194, 0.7926539716984082, 27.326938240297583, 0.1652910620842997, 2.701540823086532, -2.536249761002232, 1.3469523661466332, 0.014499999999999999
NDAQ, 83.01, 1.0507411630558723, 1.2925681303930194, -0.24182696733714715, 2.313323971603783, 5.796296296296297, 2.701540823086532, 3.094755473209765, 0.5623263404474896, 0.0213
NOV, 30.02, 3.065845369583687, 1.978454900755383, 1.087390468828304, 3.3134657836644594, 0.902317880794702, -0.348768737550634, 1.251086618345336, 0.5898153613382557, 0.0067
NTAP, 62.69, 1.8923544024289263, 2.732413250697459, -0.8400588482685327, 2.110808075974984, -0.8506876227897839, 0.8378191519597188, -1.6885067747495026, 1.3078410773838718, 0.0258
NEE, 175.43, 0.6371972934472935, 0.8043503902413289, -0.16715309679403545, 1.8007406268883381, 0.7703826955074875, 1.2970752610614507, -0.5266925655539632, 0.4045542260676877, 0.0253
NLSN, 26.0, 1.3447259870359458, nan, nan, 2.8609298021857104, -0.13214990138067062, 1.2538580063979063, -1.386007907778577, 0.7247405465178842, 0.0554
